茨木市,"['', '安威', '粟生岩阪', '鮎川', '主原町', '井口台', '五十鈴町', '泉原', '五日市', '五日市', '五日市緑町', '五日市緑町', '稲葉町', '岩倉町', '岩倉町', '岩倉町', '岩倉町', '上野町', '丑寅', '丑寅', '宇野辺', '永代町', '駅前', '駅前', '大池', '大岩', '大住町', '大住町', '太田', '太田東芝町', '大手町', '小川町', '学園町', '学園南町', '春日', '片桐町', '上泉町', '上音羽', '上郡', '上中条', '上中条', '上穂積', '上穂東町', '北春日丘', '清阪', '蔵垣内', '車作', '桑田町', '桑原', '郡', '郡山', '小坪井', '小柳町', '彩都あかね', '彩都あさぎ', '彩都はなだ', '彩都もえぎ', '彩都やまぶき', '道祖本', '佐保', '沢良宜西', '沢良宜西', '沢良宜浜', '沢良宜東町', '島', '清水', '紫明園', '下井町', '下音羽', '下中条町', '下穂積', '下穂積', '宿川原町', '宿久庄', '宿久庄', '庄', '庄', '生保', '白川', '城の前町', '新郡山', '新庄町', '新庄町', '新中条町', '新堂', '新和町', '末広町', '銭原', '千提寺', '総持寺', '総持寺駅前町', '総持寺台', '園田町', '大正町', '大同町', '大門寺', '高田町', '高田町', '高浜町', '竹橋町', '田中町', '玉櫛', '玉島', '玉島台', '玉島台', '玉瀬町', '玉水町', '寺田町', '天王', '東宮町', '十日市町', '戸伏町', '豊川', '豊原町', '中河原町', '中総持寺町', '長谷', '中津町', '中穂積', '中穂積', '中村町', '並木町', '奈良町', '西安威', '西安威', '西駅前町', '西駅前町', '西太田町', '西河原', '西河原', '西河原北町', '西田中町', '西中条町', '西豊川町', '西福井', '西穂積町', '忍頂寺', '野々宮', '橋の内', '畑田町', '花園', '東安威', '東宇野辺町', '東太田', '東中条町', '東奈良', '東野々宮町', '東福井', '平田', '平田台', '福井', '藤の里', '双葉町', '舟木町', '別院町', '星見町', '穂積台', '本町', '真砂', '真砂玉島台', '松ケ本町', '松下町', '松下町', '三咲町', '美沢町', '三島丘', '三島町', '水尾', '見付山', '南安威', '南春日丘', '南清水町', '南耳原', '南目垣', '耳原', '美穂ケ丘', '宮島', '宮元町', '室山', '目垣', '元町', '安元', '山手台', '山手台新町', '山手台東町', '横江', '若草町', '若園町']"
八尾市,"['', '相生町', '青山町', '曙川東', '曙町', '明美町', '旭ケ丘', '跡部北の町', '跡部本町', '跡部南の町', '泉町', '植松町', '老原', '大窪', '太田', '大竹', '太田新町', '刑部', '恩智北町', '恩智中町', '恩智南町', '垣内', '楽音寺', '楽音寺', '柏村町', '春日町', '桂町', '上尾町', '上之島町北', '上之島町南', '亀井町', '萱振町', '北亀井町', '北亀井町', '北木の本', '北久宝寺', '北本町', '木の本', '久宝園', '久宝寺', '教興寺', '空港', '楠根町', '黒谷', '神立', '光南町', '郡川', '小阪合町', '小畑町', '幸町', '栄町', '桜ケ丘', '佐堂町', '志紀町', '志紀町西', '志紀町南', '渋川町', '清水町', '神宮寺', '新家町', '神武町', '神武町', '末広町', '荘内町', '太子堂', '田井中', '高砂町', '高町', '高美町', '高安町北', '高安町南', '竹渕', '竹渕西', '竹渕東', '千塚', '堤町', '天王寺屋', '長池町', '中田', '永畑町', '西木の本', '西久宝寺', '西高安町', '西山本町', '西弓削', '沼', '服部川', '東老原', '東久宝寺', '東太子', '東本町', '東町', '東山本新町', '東山本町', '東弓削', '光町', '福栄町', '福万寺町', '福万寺町北', '福万寺町南', '二俣', '本町', '松山町', '水越', '美園町', '緑ケ丘', '南植松町', '南亀井町', '南木の本', '南久宝寺', '南小阪合町', '南太子堂', '南本町', '都塚', '都塚北', '都塚南', '宮町', '八尾木', '八尾木北', '八尾木東', '安中町', '山賀町', '山城町', '山畑', '山本高安町', '山本町', '山本町北', '山本町南', '弓削町', '弓削町南', '陽光園', '龍華町', '若草町', '若林町', '若林町', '若林町', '若林町']"
泉佐野市,"['', '葵町', '旭町', '泉ケ丘', '市場西', '市場東', '市場東', '市場南', '上町', '大木', '大西', '大宮町', '笠松', '春日町', '上瓦屋', '上之郷', '栄町', '佐野台', '下瓦屋', '松風台', '新町', '新安松', '住吉町', '住吉町', '泉州空港北', '泉州空港北', '高松北', '高松西', '高松東', '高松東', '高松南', '俵屋', '土丸', '鶴原', '中庄', '長滝', '中町', '新浜町', '西本町', '野出町', '羽倉崎', '羽倉崎上町', '東佐野台', '東羽倉崎町', '日根野', '日根野', '本町', '松原', '湊', '南泉ケ丘', '南中岡本', '南中樫井', '南中安松', '元町', 'りんくう往来北', 'りんくう往来北', 'りんくう往来北', 'りんくう往来北', 'りんくう往来北', 'りんくう往来南', 'りんくう往来南', 'りんくう往来南', 'りんくう往来南', '若宮町']"
富田林市,"['', '青葉丘', '旭ケ丘町', '粟ケ池町', '梅の里', '嬉', '毛人谷', '彼方', 'かがり台', '加太', '川面町', '川向町', '甘南備', '喜志', '喜志新家町', '喜志町', '北大伴町', '木戸山町', '楠町', '久野喜台', '甲田', '向陽台', '小金台', '五軒家', '寿町', '寿町', '金剛錦織台', '金剛伏山台', '西条町', '桜井町', '桜ケ丘町', '佐備', '清水町', '昭和町', '新青葉丘町', '新家', '新堂', '新堂', '新堂', '須賀', '高辺台', '谷川町', '通法寺町', '廿山', '津々山台', '寺池台', '常盤町', '常盤町', '富田林町', '中野', '中野町', '中野町西', '中野町東', '楠風台', '西板持町', '錦織', '錦織北', '錦織北', '錦織北', '錦織中', '錦織東', '錦織南', '錦ケ丘町', '東板持町', '平町', '藤沢台', '伏見堂', '伏山', '不動ケ丘町', '富美ケ丘町', '別井', '本町', '緑ケ丘町', '南旭ケ丘町', '南大伴町', '宮甲田町', '宮町', '美山台', '山中田町', '山手町', '横山', '龍泉', '若松町', '若松町西', '若松町東']"
寝屋川市,"['', '池田', '池田旭町', '池田北町', '池田北町', '池田新町', '池田中町', '池田中町', '池田中町', '池田西町', '池田西町', '池田西町', '池田東町', '池田本町', '池田南町', '池の瀬町', '石津中町', '石津東町', '石津東町', '石津南町', '石津元町', '出雲町', '太秦桜が丘', '太秦高塚町', '太秦中町', '太秦東が丘', '太秦緑が丘', '太秦元町', '宇谷町', '打上新町', '打上高塚町', '打上中町', '打上南町', '打上宮前町', '打上元町', '梅が丘', '大谷町', '大利町', '大利元町', '音羽町', '春日町', '上神田', '萱島桜園町', '萱島信和町', '萱島東', '萱島本町', '萱島南町', '川勝町', '川勝町', '河北中町', '河北西町', '河北東町', '菅相塚町', '北大利町', '木田町', '木田元宮', '木田元宮', '楠根北町', '楠根南町', '葛原', '葛原新町', '国松町', '黒原旭町', '黒原城内町', '黒原新町', '黒原橘町', '香里北之町', '香里新町', '香里西之町', '香里本通町', '香里本通町', '香里南之町', '郡元町', '寿町', '木屋町', '木屋元町', '木屋元町', '幸町', '幸町', '境橋町', '桜木町', '讃良西町', '讃良東町', '讃良東町', '清水町', '点野', '下神田町', '下木田町', '昭栄町', '昭栄町', '昭栄町', '小路北町', '小路南町', '新家', '末広町', '成美町', '大成町', '大成町', '大成町', '田井町', '田井西町', '太間町', '太間東町', '高倉', '高宮', '高宮あさひ丘', '高宮栄町', '高宮新町', '高柳', '高柳', '高柳栄町', '宝町', '長栄寺町', '対馬江西町', '対馬江東町', '豊里町', '豊野町', '中神田町', '中木田町', '成田町', '成田西町', '成田西町', '成田東が丘', '成田東町', '成田南町', '南水苑町', '錦町', '日新町', '日新町', '仁和寺町', '仁和寺本町', '寝屋', '寝屋川公園', '寝屋北町', '寝屋新町', '寝屋南', '秦町', '八幡台', '初町', '初町', '早子町', '東大利町', '東神田町', '東香里園町', '日之出町', '平池町', '堀溝', '堀溝北町', '本町', '本町', '本町', '松屋町', '三井が丘', '美井町', '美井町', '三井南町', '三井南町', '美井元町', '緑町', '御幸西町', '御幸東町', '明徳', '明和', '八坂町', '若葉町']"
河内長野市,"['', 'あかしあ台', '旭ケ丘', '天野町', '天見', '石仏', '石見川', '市町', '岩瀬', '上田町', '上原町', '上原西町', '上原西町', '太井', '大矢船北町', '大矢船中町', '大矢船西町', '大矢船南町', '小塩町', '小山田町', '小山田町', '加賀田', '神ガ丘', '唐久谷', '河合寺', '菊水町', '北青葉台', '北貴望ケ丘', '喜多町', '木戸', '木戸町', '木戸西町', '木戸東町', '木戸東町', '清見台', '桐ケ丘', '楠ケ丘', '楠町西', '楠町西', '楠町東', '楠町東', '寿町', '小深', '栄町', '汐の宮町', '清水', '下里町', '自由ケ丘', '昭栄町', '末広町', '末広町', '荘園町', '大師町', '滝畑', '高向', '千代田台町', '千代田南町', '寺元', '中片添町', '長野町', '流谷', '南花台', '西片添町', '錦町', '西代町', '西之山町', '日東町', '野作町', '鳩原', '原町', '原町', '東片添町', '日野', '古野町', '本多町', '本町', '松ケ丘中町', '松ケ丘西町', '松ケ丘東町', '美加の台', '三日市町', '緑ケ丘北町', '緑ケ丘中町', '緑ケ丘南町', '南青葉台', '南ケ丘', '南貴望ケ丘', '向野町']"
松原市,"['', '阿保', '阿保', '天美我堂', '天美北', '天美西', '天美西', '天美東', '天美東', '天美南', '上田', '大堀', '岡', '小川', '河合', '北新町', '柴垣', '新堂', '田井城', '高見の里', '立部', '丹南', '西大塚', '西大塚', '西野々', '東新町', '一津屋', '別所', '松ケ丘', '松ケ丘', '南新町', '三宅中', '三宅西', '三宅東', '三宅東', '若林']"
大東市,"['', '赤井', '曙町', '明美の里町', '泉町', '栄和町', '扇町', '大野', '学園町', '川中新町', '北楠の里町', '北新町', '御供田', '御領', '幸町', '三箇', '三洋町', '三洋町', '三洋町', '新田旭町', '新田旭町', '新田北町', '新田境町', '新田中町', '新田西町', '新田東本町', '新田本町', '新町', '末広町', '住道', '大東町', '太子田', '龍間', '谷川', '谷川', '津の辺町', '寺川', '中垣内', '中垣内', '中楠の里町', '南郷町', '錦町', '西楠の里町', '野崎', '灰塚', '浜町', '氷野', '平野屋', '平野屋新町', '深野', '深野北', '深野南町', '北条', '朋来', '三住町', '緑が丘', '緑が丘', '南楠の里町', '南新田', '南津の辺町', '諸福']"
和泉市,"['', '青葉台', '芦部町', 'あゆみ野', 'あゆみ野', '池上町', '池田下町', '一条院町', '井ノ口町', 'いぶき野', '今福町', '上代町', '内田町', '浦田町', '王子町', '大野町', '岡町', '小田町', '尾井町', '小野田町', '小野町', '鍛治屋町', '上町', '唐国町', '観音寺町', '北田中町', '九鬼町', '葛の葉町', '黒石町', '黒鳥町', '桑原町', '光明台', '国分町', '幸', '阪本町', '山荘町', '下宮町', '善正町', '善正町', '太町', '父鬼町', '坪井町', '鶴山台', 'テクノステージ', '寺門町', '寺田町', '富秋町', '南面利町', '納花町', 'のぞみ野', '伯太町', '伯太町', 'はつが野', '春木川町', '春木町', '繁和町', '東阪本町', '肥子町', '久井町', '平井町', '福瀬町', '伏屋町', '府中町', '府中町', '仏並町', '舞町', '槇尾山町', '松尾寺町', 'まなび野', 'まなび野', '万町', '箕形町', 'みずき台', '緑ケ丘', '三林町', '室堂町', '弥生町', '若樫町', '和気町', '和田町']"
箕面市,"['', '粟生外院', '粟生新家', '粟生間谷', '粟生間谷', '粟生間谷西', '粟生間谷西', '粟生間谷東', '石丸', '稲', '稲', '今宮', '小野原西', '小野原東', '温泉町', '上止々呂美', '萱野', '萱野', '外院', '彩都粟生北', '彩都粟生南', '桜', '桜井', '桜ケ丘', '下止々呂美', '森町北', '森町中', '森町西', '森町南', '瀬川', '船場西', '船場西', '船場東', '船場東', '船場東', '船場東', '船場東', '船場東', '船場東', '船場東', '船場東', '船場東', '新稲', '新稲', '西宿', '西小路', '如意谷', '如意谷', '白島', '半町', '百楽荘', '坊島', '牧落', '箕面', '箕面公園']"
柏原市,"['', '青谷', '旭ケ丘', '旭ケ丘', '安堂町', '安堂町', '石川町', '今町', '円明町', '大県', '片山町', '片山町', '上市', '雁多尾畑', '河原町', '清州', '国分市場', '国分西', '国分東条町', '国分本町', '大正', '太平寺', '高井田', '田辺', '玉手町', '峠', '堂島町', '平野', '古町', '法善寺', '本郷', '本郷', '本堂', '山ノ井町']"
羽曳野市,"['', '飛鳥', '伊賀', '碓井', '恵我之荘', '大黒', '学園前', '学園前', '樫山', '軽里', '河原城', '川向', '蔵之内', '郡戸', '駒ケ谷', '誉田', '誉田', '誉田', '栄町', '島泉', '尺度', '翠鳥園', '高鷲', '通法寺', '壺井', '西浦', '野', '野々上', '白鳥', '埴生野', '羽曳が丘', '羽曳が丘西', 'はびきの', 'はびきの', 'はびきの', '東阪田', '広瀬', '古市', '南恵我之荘', '南古市', '向野', '桃山台']"
門真市,"['ひえ島町', '三番', '桑才町', '下島頭', '', '朝日町', '石原町', '泉町', '一番町', '一番町', '打越', '打越町', '江端町', '大池町', '大倉町', '大橋町', '沖町', '垣内町', '門真', '門真', '上島町', '上野口町', '岸和田', '北岸和田', '北島', '北島町', '北島東町', '北島東町', '北巣本町', '桑才新町', '桑才町', '幸福町', '寿町', '栄町', '五月田町', '四宮', '島頭', '下島町', '下馬伏町', '小路町', '常称寺町', '城垣町', '新橋町', '新橋町', '新橋町', '末広町', '巣本町', '千石西町', '千石東町', '月出町', '堂山町', '常盤町', '殿島町', '殿島町', '中町', '中町', '野口', '野里町', '浜町', '速見町', '速見町', 'ひえ島町', 'ひえ島町', '東江端町', '東田町', '深田町', '舟田町', '古川町', '本町', '松生町', '松生町', '松生町', '松葉町', '松葉町', '松葉町', '三ツ島', '御堂町', '南野口町', '宮野町', '宮前町', '向島町', '元町', '柳田町', '柳田町', '柳町', '横地', '脇田町']"
